ta;Ubike;Ibike;Ua;Ia1;Ia2;Ia3;Sa1;Sa2;Sa3;Din1;DMka;DZka;Ika;Din2;Temp1;Temp2;Bpos;vs;v;dzp;Temp3;Pbike;Pa1;Pa2;Pa3;s;FW;UF;Marke;ERR
12237;0,0;-0,02;41,98;-2,52;0,07;-0,54;2180;0;0;0;12,81;57,5;22;32;254,0;254,0;0;8,6;9,0;132;90,5;-0,0;77,14;2,35;-18,01;24,23;47,03;-0,0;0;0
12247;0,0;-0,01;41,97;-2,65;0,0;-0,12;2180;0;0;0;13,49;55,2;23;32;254,0;254,0;0;8,7;9,0;133;90,5;-0,0;77,99;0,04;-3,92;24,27;47,59;-0,0;0;0
12257;0,0;-0,03;41,98;-3,04;0,01;-0,33;2180;0;0;0;13,59;55,2;23;32;254,0;254,0;0;8,7;9,0;133;90,5;-0,0;78,57;0,46;-11,08;24,27;47,59;-0,0;0;0
12267;0,0;-0,01;41,95;-3,55;-0,02;-0,85;2165;0;0;0;13,68;57,2;24;32;254,0;254,0;0;8,6;9,1;134;90,5;-0,0;81,96;0,8;-28,38;24,31;47,17;-0,0;0;0
12277;0,0;-0,01;41,98;-3,03;-0,0;-0,61;2165;0;0;0;14,07;57,8;25;32;254,0;254,0;0;8,6;9,1;135;90,5;-0,0;85,16;0,17;-20,32;24,35;47,17;-0,0;0;0
12287;0,0;-0,02;41,97;-2,86;0,0;-0,3;2165;0;0;0;14,32;57,8;25;32;254,0;254,0;0;8,7;9,1;135;90,5;-0,0;86,68;0,04;-10,16;24,35;47,66;-0,0;0;0
12297;0,0;-0,02;41,96;-3,21;-0,04;-0,27;2165;0;0;0;15,18;54,5;26;32;254,0;254,0;0;8,6;9,0;136;90,5;-0,0;86,64;1,22;-9,23;24,39;47,24;-0,0;0;0
12307;0,0;-0,02;41,96;-2,71;0,08;-1,11;2165;0;0;0;14,55;58,9;27;32;254,0;254,0;0;8,6;9,0;136;90,5;-0,0;89,73;2,56;-37,16;24,39;47,24;-0,0;0;0
12317;0,0;-0,02;41,96;-3,79;0,01;-0,89;2165;0;0;0;14,75;58,9;27;32;254,0;254,0;0;8,7;9,1;137;90,5;-0,0;90,99;0,25;-30,0;24,43;47,95;-0,0;0;0
12327;0,0;-0,02;41,96;-3,09;0,0;-0,09;2165;0;0;0;15,62;57,4;28;32;254,0;254,0;0;8,7;9,1;138;90,5;-0,0;93,89;0,04;-3,0;24,47;47,38;-0,0;0;0
12337;0,0;-0,02;41,97;-2,96;0,03;0,12;2165;0;0;0;15,59;58,4;29;32;254,0;254,0;0;8,7;9,1;138;90,5;-0,0;95,35;1,09;3,92;24,47;47,38;-0,0;0;0
12347;0,0;-0,01;41,97;-2,91;-0,03;-0,12;2165;0;0;0;15,68;58,4;29;32;254,0;254,0;0;8,7;9,1;139;90,5;-0,0;95,88;1,01;-3,92;24,5;47,95;-0,0;0;0
12357;0,0;-0,02;41,95;-3,36;0,05;-0,12;2130;0;0;0;16,08;57,6;30;32;254,0;254,0;0;8,7;9,1;140;90,5;-0,0;96,99;1,51;-4,15;24,54;47,95;-0,0;0;0
12367;0,0;-0,01;41,97;-2,77;0,05;0,3;2130;0;0;0;16,45;57,4;31;32;254,0;254,0;0;8,7;9,1;140;90,5;-0,0;98,85;1,72;9,93;24,54;47,66;-0,0;0;0
12377;0,0;-0,02;41,95;-2,4;-0,0;0,38;2130;0;0;0;16,45;57,4;31;32;254,0;254,0;0;8,8;9,1;141;90,5;-0,0;98,88;0,17;12,69;24,58;48,31;-0,0;0;0
12387;0,0;-0,02;41,99;-2,92;-0,04;0,12;2130;0;0;0;15,92;58,9;32;32;254,0;254,0;0;8,8;9,1;142;90,5;-0,0;98,16;1,22;4,16;24,62;48,31;-0,0;0;0
12397;0,0;-0,01;41,94;-3,07;-0,06;0,03;2130;0;0;0;15,95;58,9;33;32;254,0;254,0;0;8,7;9,1;142;90,5;-0,0;98,38;2,06;0,92;24,62;47,74;-0,0;0;0
12407;0,0;-0,03;41,97;-2,73;0,0;-0,03;2130;0;0;0;16,4;57,8;34;32;254,0;254,0;0;8,8;9,2;143;90,5;-0,0;99,27;0,04;-1,15;24,66;48,66;-0,0;0;0
12417;0,0;-0,02;41,97;-2,38;0,0;0,37;2130;0;0;0;16,41;57,8;34;32;254,0;254,0;0;8,8;9,2;144;90,5;-0,0;99,31;0,04;12,47;24,7;48,66;-0,0;0;0
12427;0,0;-0,02;41,99;-2,74;0,01;0,25;2130;0;0;0;16,58;57,1;35;32;254,0;254,0;0;8,7;9,2;144;90,5;-0,0;99,15;0,25;8,31;24,7;47,88;-0,0;0;0
12437;0,0;-0,02;41,95;-2,84;-0,08;0,12;2080;0;0;0;16,3;57,6;36;32;254,0;254,0;0;8,7;9,1;145;90,5;-0,0;98,32;2,69;4,15;24,74;47,88;-0,0;0;0
12447;0,0;-0,03;41,98;-2,31;0,0;0,51;2080;0;0;0;16,39;57,6;36;32;254,0;254,0;0;8,8;9,2;146;90,5;-0,0;98,85;0,04;17,09;24,78;48,52;-0,0;0;0
12457;0,0;-0,02;41,99;-2,09;0,02;0,6;2080;0;0;0;15,96;58,8;37;32;254,0;254,0;0;8,7;9,2;146;90,5;-0,0;98,29;0,67;20,09;24,78;48,16;-0,0;0;0
12467;0,0;-0,03;41,99;-2,44;-0,0;0,5;2080;0;0;0;15,82;58,4;38;32;254,0;254,0;0;8,7;9,2;147;90,5;-0,0;96,71;0,17;16,63;24,82;48,16;-0,0;0;0
12477;0,0;-0,02;41,96;-2,09;-0,05;0,29;2080;0;0;0;15,51;58,4;38;32;254,0;254,0;0;8,8;9,2;147;90,5;-0,0;94,87;1,85;9,69;24,82;48,45;-0,0;0;0
12487;0,0;-0,03;41,98;-1,95;0,03;0,57;2080;0;0;0;15,58;57,2;39;32;254,0;254,0;0;8,8;9,1;148;90,5;-0,0;93,3;0,88;19,16;24,86;48,45;-0,0;0;0
12497;0,0;-0,01;41,99;-1,81;-0,01;0,63;2080;0;0;0;15,61;56,1;40;32;254,0;254,0;0;8,8;9,1;149;90,5;-0,0;91,68;0,38;21,01;24,9;48,31;-0,0;0;0
12507;0,0;-0,01;41,98;-2,06;0,01;0,43;2080;0;0;0;14,58;58,6;41;32;254,0;254,0;0;8,8;9,1;149;90,5;-0,0;89,47;0,25;14,31;24,9;48,66;-0,0;0;0
12517;0,0;-0,01;41,97;-1,99;-0,07;0,22;2080;0;0;0;14,4;58,6;41;32;254,0;254,0;0;8,8;9,1;150;90,5;-0,0;88,39;2,27;7,39;24,94;48,66;-0,0;0;0
12527;0,0;-0,01;41,99;-1,71;0,02;0,61;2130;0;0;0;14,45;56,4;42;32;254,0;254,0;0;8,7;9,2;151;90,5;-0,0;85,37;0,67;20,55;24,98;47,95;-0,0;0;0
12537;0,0;-0,03;41,99;-1,79;0,01;0,7;2130;0;0;0;14,17;56,0;43;32;254,0;254,0;0;8,8;9,2;151;90,5;-0,0;83,1;0,25;23,55;24,98;48,38;-0,0;0;0
12547;0,0;-0,02;42,02;-1,88;-0,0;0,42;2130;0;0;0;13,85;56,0;43;32;254,0;254,0;0;8,8;9,1;152;90,5;-0,0;81,19;0,17;14,1;25,01;48,38;-0,0;0;0
12557;0,0;-0,03;41,95;-1,95;-0,07;0,32;2130;0;0;0;12,99;58,4;44;32;254,0;254,0;0;8,7;9,1;153;90,5;-0,0;79,45;2,27;10,85;25,05;47,88;-0,0;0;0
12567;0,0;-0,03;41,99;-2,17;0,0;0,56;2130;0;0;0;13,03;56,4;45;32;254,0;254,0;0;8,7;9,1;153;90,5;-0,0;76,97;0,04;18,7;25,05;47,88;-0,0;0;0
12577;0,0;-0,02;42,0;-1,83;-0,05;0,74;2130;0;0;0;12,85;56,4;45;32;254,0;254,0;0;8,8;9,0;154;90,5;-0,0;75,92;1,64;24,95;25,09;48,38;-0,0;0;0
12587;0,0;-0,01;41,99;-1,63;-0,03;0,7;2130;0;0;0;12,17;58,8;46;32;254,0;254,0;0;8,7;9,1;155;90,5;-0,0;74,92;1,01;23,56;25,13;47,59;-0,0;0;0
12597;0,0;-0,02;41,97;-1,57;0,04;0,47;2130;0;0;0;12,05;57,6;47;32;254,0;254,0;0;8,7;9,1;155;90,5;-0,0;72,65;1,3;15,93;25,13;47,59;-0,0;0;0
12607;0,0;-0,03;42,0;-2,09;-0,02;0,6;2130;0;0;0;11,61;57,6;47;32;254,0;254,0;0;8,8;9,1;156;90,5;-0,0;70,02;0,59;20,1;25,17;48,23;-0,0;0;0
12617;0,0;-0,02;42,0;-1,89;0,05;0,9;2165;0;0;0;11,21;58,7;48;32;254,0;254,0;0;8,8;9,1;156;90,5;-0,0;68,89;1,51;30,26;25,17;48,23;-0,0;0;0
12627;0,0;-0,01;41,97;-1,88;-0,0;0,85;2165;0;0;0;11,5;56,5;49;32;254,0;254,0;0;8,7;9,1;157;90,5;-0,0;68,05;0,17;28,62;25,21;47,52;-0,0;0;0
12637;0,0;-0,02;42,0;-2,26;0,03;0,58;2165;0;0;0;11,25;56,5;49;32;254,0;254,0;0;8,7;9,0;158;90,5;-0,0;66,53;0,88;19,64;25,25;47,88;-0,0;0;0
12647;0,0;-0,03;41,96;-2,56;-0,04;0,52;2165;0;0;0;10,45;59,9;50;32;254,0;254,0;0;8,7;9,0;158;90,5;-0,0;65,51;1,43;17,54;25,25;47,88;-0,0;0;0
12657;0,0;-0,01;41,99;-2,41;-0,04;0,61;2165;0;0;0;10,89;57,8;51;32;254,0;254,0;0;8,7;9,0;159;90,5;-0,0;65,94;1,43;20,32;25,29;47,38;-0,0;0;0
12667;0,0;-0,01;41,99;-2,3;-0,03;0,97;2165;0;0;0;10,71;59,3;52;32;254,0;254,0;0;8,7;9,0;160;90,5;-0,0;66,49;1,01;32,56;25,33;47,81;-0,0;0;0
12677;0,0;-0,03;41,97;-2,09;0,01;0,97;2165;0;0;0;10,67;59,3;52;32;254,0;254,0;0;8,7;9,0;160;90,5;-0,0;66,25;0,25;32,55;25,33;47,81;-0,0;0;0
12687;0,0;-0,01;42,0;-2,36;0,02;0,74;2165;0;0;0;11,12;56,9;53;32;254,0;254,0;0;8,6;9,0;161;90,5;-0,0;66,25;0,67;24,95;25,37;47,24;-0,0;0;0
12697;0,0;-0,01;41,96;-2,76;-0,07;0,3;2180;0;0;0;10,57;60,5;54;32;254,0;254,0;0;8,6;9,0;162;90,5;-0,0;66,96;2,48;10,15;25,41;47,24;-0,0;0;0
12707;0,0;-0,01;42,0;-2,35;0,02;0,64;2180;0;0;0;10,83;60,5;54;32;254,0;254,0;0;8,7;9,0;162;90,5;-0,0;68,62;0,67;21,48;25,41;47,74;-0,0;0;0
12717;0,0;-0,01;41,99;-2,67;-0,04;0,99;2180;0;0;0;11,19;59,0;55;32;254,0;254,0;0;8,6;9,1;163;90,5;-0,0;69,12;1,22;33,25;25,45;47,31;-0,0;0;0
12727;0,0;-0,02;41,97;-2,52;0,01;1,01;2180;0;0;0;11,38;59,0;56;32;254,0;254,0;0;8,6;9,1;163;90,5;-0,0;70,3;0,46;33,94;25,45;47,31;-0,0;0;0
12737;0,0;-0,01;41,99;-2,49;0,01;0,22;2180;0;0;0;11,97;57,2;57;32;254,0;254,0;0;8,7;9,0;164;90,5;-0,0;71,71;0,25;7,39;25,49;47,81;-0,0;0;0
12747;0,0;-0,03;41,97;-2,71;-0,04;-0,1;2180;0;0;0;12,18;57,2;57;32;254,0;254,0;0;8,7;9,0;165;90,5;-0,0;72,93;1,22;-3,46;25,53;47,81;-0,0;0;0
12757;0,0;-0,01;41,98;-2,67;0,03;0,26;2180;0;0;0;11,44;62,1;58;32;254,0;254,0;0;8,6;9,0;165;90,5;-0,0;74,39;1,09;8,77;25,53;47,17;-0,0;0;0
12767;0,0;-0,01;41,99;-2,62;-0,02;0,59;2180;0;0;0;12,93;55,9;59;32;254,0;254,0;0;8,7;9,0;166;90,5;-0,0;75,66;0,59;19,86;25,56;47,74;-0,0;0;0
12777;0,0;-0,02;41,97;-2,84;0,03;0,63;2180;0;0;0;13,06;55,9;59;32;254,0;254,0;0;8,7;9,1;167;90,5;-0,0;76,45;1,09;21,01;25,6;47,74;-0,0;0;0
12787;0,0;-0,01;41,97;-2,43;0,05;-0,17;2165;0;0;0;12,64;59,1;60;32;254,0;254,0;0;8,7;9,1;167;90,5;-0,0;78,23;1,51;-5,77;25,6;47,38;-0,0;0;0
12797;0,0;-0,02;41,97;-3,47;0,06;-0,26;2165;0;0;0;12,83;59,3;61;32;254,0;254,0;0;8,7;9,1;168;90,5;-0,0;79,66;2,14;-8,77;25,64;47,74;-0,0;0;0
12807;0,0;-0,01;41,97;-2,81;0,07;0,39;2165;0;0;0;13,34;59,3;61;32;254,0;254,0;0;8,7;9,1;169;90,5;-0,0;82,83;2,35;12,93;25,68;47,74;-0,0;0;0
12817;0,0;-0,02;41,97;-2,85;0,02;0,53;2165;0;0;0;13,96;57,5;62;32;254,0;254,0;0;8,6;9,1;169;90,5;-0,0;84,04;0,67;17,78;25,68;47,31;-0,0;0;0
12827;0,0;-0,01;41,98;-3,36;0,07;0,39;2165;0;0;0;13,93;58,7;63;32;254,0;254,0;0;8,6;9,1;170;90,5;-0,0;85,62;2,35;13,16;25,72;47,31;-0,0;0;0
12837;0,0;-0,01;41,97;-3,19;-0,03;-0,3;2165;0;0;0;14,73;57,1;64;32;254,0;254,0;0;8,7;9,1;171;90,5;-0,0;88,1;1,01;-10,16;25,76;47,95;-0,0;0;0
12847;0,0;-0,02;41,98;-3,09;0,01;-0,24;2165;0;0;0;14,99;57,1;64;32;254,0;254,0;0;8,6;9,1;171;90,5;-0,0;89,64;0,25;-8,08;25,76;47,31;-0,0;0;0
12857;0,0;-0,02;41,97;-3,09;0,07;0,3;2165;0;0;0;14,93;57,9;65;32;254,0;254,0;0;8,6;9,1;172;90,5;-0,0;90,54;2,35;9,93;25,8;47,31;-0,0;0;0
12867;0,0;-0,01;41,96;-3,04;0,01;0,14;2130;0;0;0;15,2;57,6;66;32;254,0;254,0;0;8,7;9,1;172;90,5;-0,0;91,67;0,46;4,85;25,8;47,95;-0,0;0;0
12877;0,0;-0,03;41,97;-2,95;0,08;-0,54;2130;0;0;0;15,4;57,6;66;32;254,0;254,0;0;8,7;9,1;173;90,5;-0,0;92,89;2,77;-18,23;25,84;47,95;-0,0;0;0
12887;0,0;-0,02;41,97;-3,4;0,0;-0,51;2130;0;0;0;16,06;56,0;67;32;254,0;254,0;0;8,7;9,1;174;90,5;-0,0;94,19;0,04;-17,08;25,88;47,66;-0,0;0;0
12897;0,0;-0,02;41,98;-2,67;0,02;0,12;2130;0;0;0;15,42;59,5;68;32;254,0;254,0;0;8,8;9,1;174;90,5;-0,0;96,05;0,67;4,16;25,88;48,23;-0,0;0;0
12907;0,0;-0,02;41,97;-2,74;0,06;0,1;2130;0;0;0;15,39;59,5;68;32;254,0;254,0;0;8,8;9,1;175;90,5;-0,0;95,91;1,93;3,23;25,92;48,23;-0,0;0;0
12917;0,0;-0,02;41,97;-2,48;0,05;-0,76;2130;0;0;0;16,29;56,6;69;32;254,0;254,0;0;8,7;9,2;176;90,5;-0,0;96,56;1,72;-25,62;25,96;47,66;-0,0;0;0
12927;0,0;-0,02;41,97;-3,07;0,05;-0,9;2130;0;0;0;15,93;57,7;70;32;254,0;254,0;0;8,8;9,2;176;90,5;-0,0;96,23;1,72;-30,24;25,96;48,38;-0,0;0;0
12937;0,0;-0,03;41,98;-2,67;0,06;-0,1;2130;0;0;0;16,08;57,7;70;32;254,0;254,0;0;8,8;9,1;177;90,5;-0,0;97,15;2,14;-3,23;26,0;48,38;-0,0;0;0
12947;0,0;-0,01;41,97;-2,36;0,03;0,12;2130;0;0;0;15,31;60,8;71;32;254,0;254,0;0;8,7;9,1;178;90,5;-0,0;97,45;1,09;4,15;26,04;47,81;-0,0;0;0
12957;0,0;-0,03;41,99;-2,34;0,04;-0,64;2080;0;0;0;16,0;57,8;0;32;254,0;254,0;0;8,7;9,1;178;90,5;-0,0;96,87;1,3;-21,48;26,04;47,81;-0,0;0;0
12967;0,0;-0,03;41,96;-2,66;-0,01;-0,88;2080;0;0;0;15,08;61,0;1;32;254,0;254,0;0;8,8;9,1;179;90,5;-0,0;96,32;0,38;-29,54;26,08;48,38;-0,0;0;0
12977;0,0;-0,01;41,98;-2,29;0,07;-0,23;2080;0;0;0;15,09;61,0;1;32;254,0;254,0;0;8,7;9,2;180;90,5;-0,0;96,39;2,35;-7,85;26,11;47,88;-0,0;0;0
12987;0,0;-0,02;41,97;-2,14;0,05;0,01;2080;0;0;0;15,83;57,6;2;32;254,0;254,0;0;8,7;9,2;180;90,5;-0,0;95,47;1,51;0,46;26,11;47,88;-0,0;0;0
12997;0,0;-0,01;42,01;-2,04;0,03;-0,66;2080;0;0;0;15,27;59,4;3;32;254,0;254,0;0;8,8;9,1;181;90,5;-0,0;94,99;0,88;-22,18;26,15;48,38;-0,0;0;0
13007;0,0;-0,03;41,94;-2,47;-0,03;-0,88;2080;0;0;0;14,89;59,4;3;32;254,0;254,0;0;8,8;9,1;181;90,5;-0,0;92,63;1,01;-29,52;26,15;48,38;-0,0;0;0
13017;0,0;-0,02;41,99;-1,89;0,09;-0,16;2080;0;0;0;14,95;58,8;4;32;254,0;254,0;0;8,7;9,1;182;90,5;-0,0;92,05;2,98;-5,54;26,19;47,81;-0,0;0;0
13027;0,0;-0,03;41,98;-1,78;0,02;0,05;2080;0;0;0;15,16;57,0;5;32;254,0;254,0;0;8,8;9,2;183;90,5;-0,0;90,45;0,67;1,85;26,23;48,31;-0,0;0;0
13037;0,0;-0,01;41,98;-1,69;-0,01;-0,66;2080;0;0;0;14,71;57,0;5;32;254,0;254,0;0;8,8;9,2;183;90,5;-0,0;87,83;0,38;-22,17;26,23;48,31;-0,0;0;0
13047;0,0;-0,03;41,95;-2,24;-0,02;-0,91;2130;0;0;0;14,2;57,4;6;32;254,0;254,0;0;8,7;9,0;184;90,5;-0,0;85,33;0,8;-30,45;26,27;47,88;-0,0;0;0
13057;0,0;-0,01;42,0;-1,65;0,04;-0,19;2130;0;0;0;13,91;57,6;7;32;254,0;254,0;0;8,7;9,1;185;90,5;-0,0;83,92;1,3;-6,47;26,31;48,16;-0,0;0;0
13067;0,0;-0,03;41,99;-1,66;0,01;0,1;2130;0;0;0;13,71;56,8;8;32;254,0;254,0;0;8,7;9,1;185;90,5;-0,0;81,53;0,46;3,46;26,31;48,16;-0,0;0;0
13077;0,0;-0,01;41,97;-2,02;0,04;-0,57;2130;0;0;0;13,31;56,8;8;32;254,0;254,0;0;8,7;9,1;186;90,5;-0,0;79,19;1,3;-19,16;26,35;47,66;-0,0;0;0
13087;0,0;-0,02;41,95;-1,88;-0,04;-0,86;2130;0;0;0;12,66;58,5;9;32;254,0;254,0;0;8,7;9,1;187;90,5;-0,0;77,56;1,22;-28,84;26,39;47,66;-0,0;0;0
13097;0,0;-0,02;41,99;-2,06;0,12;-0,56;2130;0;0;0;12,72;56,2;10;32;254,0;254,0;0;8,7;9,1;187;90,5;-0,0;74,87;4,03;-18,7;26,39;47,95;-0,0;0;0
13107;0,0;-0,02;41,95;-1,84;0,03;-0,01;2130;0;0;0;12,54;56,2;10;32;254,0;254,0;0;8,7;9,0;188;90,5;-0,0;73,81;1,09;-0,23;26,43;47,38;-0,0;0;0
13117;0,0;-0,02;42,0;-1,94;0,01;-0,12;2130;0;0;0;11,91;57,9;11;32;254,0;254,0;0;8,7;9,1;189;90,5;-0,0;72,22;0,25;-4,16;26,47;47,38;-0,0;0;0
13127;0,0;-0,03;41,96;-1,88;0,01;-0,19;2165;0;0;0;11,76;57,9;12;32;254,0;254,0;0;8,7;9,1;189;90,5;-0,0;71,29;0,25;-6,23;26,47;47,88;-0,0;0;0
13137;0,0;-0,02;41,98;-2,6;-0,03;-0,49;2165;0;0;0;11,41;57,9;12;32;254,0;254,0;0;8,7;9,0;190;90,5;-0,0;69,2;1,01;-16,39;26,51;47,88;-0,0;0;0
13147;0,0;-0,02;41,99;-2,05;0,01;0,13;2165;0;0;0;11,34;58,2;13;32;254,0;254,0;0;8,6;9,0;190;90,5;-0,0;69,08;0,46;4,39;26,51;47,31;-0,0;0;0
13157;0,0;-0,01;41,97;-2,0;0,02;0,26;2165;0;0;0;11,4;57,4;14;32;254,0;254,0;0;8,7;9,0;191;90,5;-0,0;68,54;0,67;8,77;26,55;47,74;-0,0;0;0
13167;0,0;-0,01;42,0;-2,51;0,03;0,08;2165;0;0;0;11,3;57,4;14;32;254,0;254,0;0;8,7;9,0;192;90,5;-0,0;67,95;0,88;2,54;26,59;47,74;-0,0;0;0
13177;0,0;-0,01;41,97;-2,35;-0,05;-0,05;2165;0;0;0;11,11;58,2;15;32;254,0;254,0;0;8,6;9,0;192;90,5;-0,0;67,69;1,85;-1,62;26,59;47,17;-0,0;0;0
13187;0,0;-0,02;41,98;-2,69;-0,02;0,16;2165;0;0;0;11,28;57,4;16;32;254,0;254,0;0;8,7;9,0;193;90,5;-0,0;67,79;0,8;5,54;26,62;47,59;-0,0;0;0
13197;0,0;-0,01;41,97;-2,49;-0,02;0,41;2165;0;0;0;11,22;58,5;17;32;254,0;254,0;0;8,7;9,0;194;90,5;-0,0;68,75;0,59;13,62;26,66;47,59;-0,0;0;0
13207;0,0;-0,03;41,98;-2,5;-0,04;0,33;2165;0;0;0;11,35;58,5;17;32;254,0;254,0;0;8,6;9,0;194;90,5;-0,0;69,53;1,22;11,08;26,66;47,17;-0,0;0;0
13217;0,0;-0,03;41,97;-2,43;0,06;-0,24;2180;0;0;0;11,62;57,2;18;32;254,0;254,0;0;8,6;9,0;195;90,5;-0,0;69,59;1,93;-8,08;26,7;47,17;-0,0;0;0
13227;0,0;-0,01;41,97;-3,61;-0,04;-0,08;2180;0;0;0;11,53;58,4;19;32;254,0;254,0;0;8,7;9,0;196;90,5;-0,0;70,52;1,43;-2,54;26,74;47,74;-0,0;0;0
13237;0,0;-0,03;41,99;-2,47;-0,02;0,43;2180;0;0;0;12,06;58,4;19;32;254,0;254,0;0;8,6;9,0;196;90,5;-0,0;73,73;0,8;14,32;26,74;47,1;-0,0;0;0
13247;0,0;-0,01;41,96;-2,63;0,01;0,23;2180;0;0;0;12,32;58,2;20;32;254,0;254,0;0;8,6;9,0;197;90,5;-0,0;75,1;0,46;7,62;26,78;47,1;-0,0;0;0
13257;0,0;-0,02;41,97;-3,03;-0,07;0,16;2180;0;0;0;12,96;55,2;21;32;254,0;254,0;0;8,7;9,0;197;90,5;-0,0;74,89;2,48;5,31;26,78;47,81;-0,0;0;0
13267;0,0;-0,02;41,95;-2,91;-0,05;0,19;2180;0;0;0;13,37;55,2;21;32;254,0;254,0;0;8,7;9,0;198;90,5;-0,0;77,26;1,64;6,23;26,82;47,81;-0,0;0;0
13277;0,0;-0,03;41,97;-2,77;0,0;0,56;2180;0;0;0;13,12;58,5;22;32;254,0;254,0;0;8,6;9,1;199;90,5;-0,0;80,38;0,04;18,7;26,86;47,17;-0,0;0;0
13287;0,0;-0,02;41,97;-2,96;-0,05;0,67;2180;0;0;0;14,1;54,6;23;32;254,0;254,0;0;8,7;9,1;199;90,5;-0,0;80,6;1,85;22,39;26,86;48,09;-0,0;0;0
13297;0,0;-0,02;41,97;-3,27;-0,03;0,07;2180;0;0;0;14,41;54,6;23;32;254,0;254,0;0;8,7;9,1;200;90,5;-0,0;82,39;1,01;2,31;26,9;48,09;-0,0;0;0
13307;0,0;-0,02;41,97;-3,23;-0,1;0,19;2165;0;0;0;13,97;58,4;24;32;254,0;254,0;0;8,6;9,1;201;90,5;-0,0;85,44;3,32;6,23;26,94;47,31;-0,0;0;0
13317;0,0;-0,02;41,97;-2,99;-0,04;0,41;2165;0;0;0;14,52;57,7;25;32;254,0;254,0;0;8,7;9,1;201;90,5;-0,0;87,75;1,22;13,85;26,94;47,95;-0,0;0;0
13327;0,0;-0,02;41,98;-3,06;0,01;0,76;2165;0;0;0;14,81;57,7;25;32;254,0;254,0;0;8,7;9,1;202;90,5;-0,0;89,49;0,46;25,63;26,98;47,95;-0,0;0;0
13337;0,0;-0,03;41,97;-2,87;-0,05;0,69;2165;0;0;0;15,74;54,8;26;32;254,0;254,0;0;8,7;9,1;203;90,5;-0,0;90,32;1,64;23,08;27,02;47,59;-0,0;0;0
13347;0,0;-0,01;41,96;-3,06;0,03;0,56;2165;0;0;0;14,9;58,9;27;32;254,0;254,0;0;8,7;9,1;203;90,5;-0,0;91,91;0,88;18,69;27,02;47,59;-0,0;0;0
13357;0,0;-0,01;41,98;-3,28;-0,07;0,52;2165;0;0;0;15,51;57,6;28;32;254,0;254,0;0;8,8;9,1;204;90,5;-0,0;93,57;2,48;17,32;27,06;48,31;-0,0;0;0
13367;0,0;-0,03;41,98;-2,84;-0,02;0,93;2165;0;0;0;15,87;57,6;28;32;254,0;254,0;0;8,7;9,2;205;90,5;-0,0;95,7;0,8;31,4;27,1;47,59;-0,0;0;0
13377;0,0;-0,02;41,97;-2,89;0,01;0,98;2165;0;0;0;15,96;57,6;29;32;254,0;254,0;0;8,7;9,2;205;90,5;-0,0;96,24;0,46;32,78;27,1;47,59;-0,0;0;0
13387;0,0;-0,02;41,97;-2,68;-0,03;0,63;2130;0;0;0;15,88;58,4;30;32;254,0;254,0;0;8,8;9,1;206;90,5;-0,0;97,14;1,01;21,24;27,14;48,38;-0,0;0;0
13397;0,0;-0,02;41,95;-3,01;-0,04;0,39;2130;0;0;0;15,88;58,4;30;32;254,0;254,0;0;8,8;9,1;206;90,5;-0,0;97,12;1,22;12,92;27,14;48,38;-0,0;0;0
13407;0,0;-0,02;41,97;-2,63;0,01;0,85;2130;0;0;0;15,91;58,8;31;32;254,0;254,0;0;8,7;9,2;207;90,5;-0,0;97,98;0,46;28,39;27,17;47,74;-0,0;0;0
13417;0,0;-0,02;41,98;-2,57;-0,03;0,95;2130;0;0;0;15,87;59,1;32;32;254,0;254,0;0;8,8;9,1;208;90,5;-0,0;98,18;1,01;31,86;27,21;48,45;-0,0;0;0
13427;0,0;-0,02;41,99;-2,81;0,01;0,8;2130;0;0;0;15,9;59,1;32;32;254,0;254,0;0;8,8;9,1;208;90,5;-0,0;98,42;0,46;27,02;27,21;48,45;-0,0;0;0
13437;0,0;-0,01;41,97;-2,72;-0,06;0,58;2130;0;0;0;16,24;57,1;33;32;254,0;254,0;0;8,7;9,2;209;90,5;-0,0;97,09;2,06;19,62;27,25;47,95;-0,0;0;0
13447;0,0;-0,03;41,97;-2,54;0,03;0,91;2130;0;0;0;16,19;57,5;34;32;254,0;254,0;0;8,8;9,2;210;90,5;-0,0;97,5;0,88;30,7;27,29;48,38;-0,0;0;0
13457;0,0;-0,01;41,99;-2,63;0,01;1,05;2130;0;0;0;16,03;58,0;35;32;254,0;254,0;0;8,8;9,2;210;90,5;-0,0;97,36;0,25;35,34;27,29;48,38;-0,0;0;0
13467;0,0;-0,03;41,97;-2,68;-0,04;0,89;2130;0;0;0;15,92;58,0;35;32;254,0;254,0;0;8,7;9,1;211;90,5;-0,0;96,68;1,43;30,01;27,33;48,16;-0,0;0;0
13477;0,0;-0,01;41,97;-2,36;0,01;0,73;2080;0;0;0;15,91;57,8;36;32;254,0;254,0;0;8,7;9,1;212;90,5;-0,0;96,31;0,46;24,47;27,37;48,16;-0,0;0;0
13487;0,0;-0,01;41,99;-2,82;-0,04;0,73;2080;0;0;0;15,1;60,5;37;32;254,0;254,0;0;8,8;9,1;212;90,5;-0,0;95,63;1,22;24,48;27,37;48,45;-0,0;0;0
13497;0,0;-0,03;42,0;-2,22;-0,02;1,03;2080;0;0;0;15,06;60,5;37;32;254,0;254,0;0;8,7;9,2;213;90,5;-0,0;95,39;0,59;34,65;27,41;48,09;-0,0;0;0
